"phrase_id","phrase_text","phrase_length","red_flag","phrase_index"
"1779","2001",1,0,"-1"
"1780","2005",1,0,"-1"
"1781","took",1,0,"-1"
"1783","championship",1,0,"-1"
"1784","finishing",1,0,"-1"
"1785","fourth",1,0,"-1"
"1786","runners",1,0,"-1"
"1787","up",1,0,"-1"
"1788","performance",1,0,"-1"
"1791","tournament",1,0,"-1"
"1792","formed",1,0,"-1"
"1794","process",1,0,"-1"
"1795","2007",1,0,"-1"
"1796","cup",1,0,"-1"
"1797","lost",1,0,"-1"
"1798","fiji",1,0,"-1"
"1799","final",1,0,"-1"
"1800","just",1,0,"-1"
"1802","out",1,0,"-1"
"1804","next",1,0,"-1"
"1805","stage",1,0,"-1"
"1806","set",1,0,"-1"
"1807","road",1,0,"-1"
"1808","2011",1,0,"-1"
"1809","playing",1,0,"-1"
"1810","finished",1,0,"-1"
"1815","cricket team",2,0,"-1"
"1819","the team",2,0,"-1"
"1823","the country",2,0,"-1"
"1828","international cricket",2,0,"-1"
"1834","member of",2,0,"-1"
"1835","the international",2,0,"-1"
"1838","in 2000",2,0,"-1"
"1839","they were",2,0,"-1"
"1842","as an",2,0,"-1"
"1854","part in",2,0,"-1"
"1869","and as",2,0,"-1"
"1879","the east",2,0,"-1"
"1887","part of",2,0,"-1"
"1891","the 2007",2,0,"-1"
"1893","world cup",2,0,"-1"
"1895","lost to",2,0,"-1"
"1898","the final",2,0,"-1"
"1900","of that",2,0,"-1"
"1907","the next",2,0,"-1"
"1924","the tournament",2,0,"-1"
"1949","member of the",3,0,"-1"
"2000","part of the",3,0,"-1"
"2246","tom",1,0,"-1"
"2247","cassidy",1,0,"-1"
"2248","march",1,0,"-1"
"2251","river",1,0,"-1"
"2252","ontario",1,0,"-1"
"2253","canadian",1,0,"-1"
"2254","retired",1,0,"-1"
"2255","ice",1,0,"-1"
"2256","hockey",1,0,"-1"
"2257","centre",1,0,"-1"
"2258","who",1,0,"-1"
"2260","played",1,0,"-1"
"2261","league",1,0,"-1"
"2262","pittsburgh",1,0,"-1"
"2263","penguins",1,0,"-1"
"2269","a canadian",2,0,"-1"
"2272","professional ice",2,0,"-1"
"2273","ice hockey",2,0,"-1"
"2278","played in",2,0,"-1"
"2279","the national",2,0,"-1"
"2280","national hockey",2,0,"-1"
"2281","hockey league",2,0,"-1"
"2292","professional ice hockey",3,0,"-1"
"2298","played in the",3,0,"-1"
"2299","in the national",3,0,"-1"
"2300","the national hockey",3,0,"-1"
"2301","national hockey league",3,0,"-1"
"2320","the national hockey league",4,0,"-1"
"2344","studio",1,0,"-1"
"2345","jazz",1,0,"-1"
"2346","band",1,0,"-1"
"2349","released",1,0,"-1"
"2351","atlantic",1,0,"-1"
"2352","records",1,0,"-1"
"2353","recording",1,0,"-1"
"2354","sessions",1,0,"-1"
"2355","place",1,0,"-1"
"2356","production",1,0,"-1"
"2357","came",1,0,"-1"
"2360","martin",1,0,"-1"
"2362","considered",1,0,"-1"
"2363","most",1,0,"-1"
"2366","received",1,0,"-1"
"2367","12",1,0,"-1"
"2368","grammy",1,0,"-1"
"2370","making",1,0,"-1"
"2371","only",1,0,"-1"
"2372","michael",1,0,"-1"
"2373","jackson",1,0,"-1"
"2375","nominated",1,0,"-1"
"2376","individual",1,0,"-1"
"2378","high",1,0,"-1"
"2380","critics",1,0,"-1"
"2381","5",1,0,"-1"
"2382","stars",1,0,"-1"
"2385","peaked",1,0,"-1"
"2386","top",1,0,"-1"
"2387","albums",1,0,"-1"
"2389","billboard",1,0,"-1"
"2390","200",1,0,"-1"
"2391","title",1,0,"-1"
"2393","style",1,0,"-1"
"2394","sets",1,0,"-1"
"2395","lyrics",1,0,"-1"
"2397","recorded",1,0,"-1"
"2398","instrumental",1,0,"-1"
"2400","vocals",1,0,"-1"
"2401","then",1,0,"-1"
"2404","original",1,0,"-1"
"2409","art",1,0,"-1"
"2410","composed",1,0,"-1"
"2411","earned",1,0,"-1"
"2412","group",1,0,"-1"
"2413","awards",1,0,"-1"
"2414","male",1,0,"-1"
"2417","another",1,0,"-1"
"2418","night",1,0,"-1"
"2423","studio album",2,0,"-1"
"2424","album by",2,0,"-1"
"2430","released in",2,0,"-1"
"2433","the atlantic",2,0,"-1"
"2447","this album",2,0,"-1"
"2451","to be",2,0,"-1"
"2452","be the",2,0,"-1"
"2469","as the",2,0,"-1"
"2470","the most",2,0,"-1"
"2474","it also",2,0,"-1"
"2484","out of",2,0,"-1"
"2490","the album",2,0,"-1"
"2492","peaked at",2,0,"-1"
"2495","the top",2,0,"-1"
"2502","the billboard",2,0,"-1"
"2509","style of",2,0,"-1"
"2510","of music",2,0,"-1"
"2527","the original",2,0,"-1"
"2531","in this",2,0,"-1"
"2534","all of",2,0,"-1"
"2535","the lyrics",2,0,"-1"
"2537","for this",2,0,"-1"
"2540","the group",2,0,"-1"
"2638","on the billboard",3,0,"-1"
"2928","zulu",1,0,"-1"
"2929","heart",1,0,"-1"
"2931","history",1,0,"-1"
"2932","novel",1,0,"-1"
"2936","2002",1,0,"-1"
"2937","book",1,0,"-1"
"2938","lion",1,0,"-1"
"2939","blood",1,0,"-1"
"2941","africa",1,0,"-1"
"2943","power",1,0,"-1"
"2946","story",1,0,"-1"
"2947","young",1,0,"-1"
"2948","african",1,0,"-1"
"2956","his",1,0,"-1"
"2957","former",1,0,"-1"
"2977","in an",2,0,"-1"
"2985","became the",2,0,"-1"
"2995","the story",2,0,"-1"
"2996","story of",2,0,"-1"
"2997","of a",2,0,"-1"
"2998","a young",2,0,"-1"
"3007","and his",2,0,"-1"
"3045","the story of",3,0,"-1"
"3133","april",1,0,"-1"
"3135","30",1,0,"-1"
"3137","german",1,0,"-1"
"3138","mathematician",1,0,"-1"
"3139","son",1,0,"-1"
"3141","worked",1,0,"-1"
"3143","field",1,0,"-1"
"3144","mathematical",1,0,"-1"
"3151","was a",2,0,"-1"
"3154","the son",2,0,"-1"
"3155","son of",2,0,"-1"
"3160","the field",2,0,"-1"
"3165","a member",2,0,"-1"
"3174","the son of",3,0,"-1"
"3187","a member of",3,0,"-1"
"3206","a member of the",4,0,"-1"
"3229","racing",1,0,"-1"
"3230","car",1,0,"-1"
"3232","special",1,0,"-1"
"3233","built",1,0,"-1"
"3236","peter",1,0,"-1"
"3240","but",1,0,"-1"
"3245","8",1,0,"-1"
"3251","boat",1,0,"-1"
"3252","engine",1,0,"-1"
"3254","same",1,0,"-1"
"3255","used",1,0,"-1"
"3256","silver",1,0,"-1"
"3259","closely",1,0,"-1"
"3262","seen",1,0,"-1"
"3264","events",1,0,"-1"
"3266","been",1,0,"-1"
"3267","european",1,0,"-1"
"3268","red",1,0,"-1"
"3274","action",1,0,"-1"
"3275","being",1,0,"-1"
"3276","banks",1,0,"-1"
"3279","points",1,0,"-1"
"3280","straight",1,0,"-1"
"3281","side",1,0,"-1"
"3283","war",1,0,"-1"
"3284","i",1,0,"-1"
"3286","or",1,0,"-1"
"3287","cluster",1,0,"-1"
"3290","going",1,0,"-1"
"3291","due",1,0,"-1"
"3295","rear",1,0,"-1"
"3297","can",1,0,"-1"
"3298","made",1,0,"-1"
"3303","while",1,0,"-1"
"3304","sparks",1,0,"-1"
"3305","flames",1,0,"-1"
"3306","years",1,0,"-1"
"3307","he",1,0,"-1"
"3312","until",1,0,"-1"
"3313","1999",1,0,"-1"
"3314","sons",1,0,"-1"
"3315","still",1,0,"-1"
"3318","since",1,0,"-1"
"3319","chris",1,0,"-1"
"3320","williams",1,0,"-1"
"3321","later",1,0,"-1"
"3322","constructed",1,0,"-1"
"3323","similar",1,0,"-1"
"3341","it was",2,0,"-1"
"3344","on a",2,0,"-1"
"3358","it has",2,0,"-1"
"3368","based on",2,0,"-1"
"3376","used in",2,0,"-1"
"3393","has been",2,0,"-1"
"3421","of which",2,0,"-1"
"3426","side of",2,0,"-1"
"3432","world war",2,0,"-1"
"3442","due to",2,0,"-1"
"3446","the rear",2,0,"-1"
"3449","can be",2,0,"-1"
"3469","that he",2,0,"-1"
"3547","based on the",3,0,"-1"
"3555","used in the",3,0,"-1"
"3604","side of the",3,0,"-1"
"3983","forensic",1,0,"-1"
"3984","entomology",1,0,"-1"
"3985","law",1,0,"-1"
"3987","collection",1,0,"-1"
"3989","evidence",1,0,"-1"
"3991","series",1,0,"-1"
"3992","tests",1,0,"-1"
"3993","rules",1,0,"-1"
"3994","general",1,0,"-1"
"3996","said",1,0,"-1"
"3997","determined",1,0,"-1"
"3999","left",1,0,"-1"
"4001","court",1,0,"-1"
"4003","strong",1,0,"-1"
"4004","basis",1,0,"-1"
"4005","accurate",1,0,"-1"
"4008","so",1,0,"-1"
"4009","there",1,0,"-1"
"4010","no",1,0,"-1"
"4011","room",1,0,"-1"
"4014","given",1,0,"-1"
"4016","expert",1,0,"-1"
"4018","may",1,0,"-1"
"4019","called",1,0,"-1"
"4021","either",1,0,"-1"
"4022","support",1,0,"-1"
"4025","derived",1,0,"-1"
"4027","order",1,0,"-1"
"4029","scientific",1,0,"-1"
"4031","must",1,0,"-1"
"4036","qualifying",1,0,"-1"
"4038","test",1,0,"-1"
"4039","standard",1,0,"-1"
"4042","state",1,0,"-1"
"4044","states",1,0,"-1"
"4045","community",1,0,"-1"
"4051","information",1,0,"-1"
"4055","mark",1,0,"-1"
"4057","s",1,0,"-1"
"4058","belief",1,0,"-1"
"4061","source",1,0,"-1"
"4062","could",1,0,"-1"
"4063","lead",1,0,"-1"
"4067","if",1,0,"-1"
"4073","applied",1,0,"-1"
"4075","despite",1,0,"-1"
"4079","provided",1,0,"-1"
"4080","witness",1,0,"-1"
"4081","pass",1,0,"-1"
"4086","case",1,0,"-1"
"4087","hand",1,0,"-1"
"4090","presented",1,0,"-1"
"4091","subject",1,0,"-1"
"4094","important",1,0,"-1"
"4098","using",1,0,"-1"
"4099","method",1,0,"-1"
"4102","much",1,0,"-1"
"4104","about",1,0,"-1"
"4105","makes",1,0,"-1"
"4106","into",1,0,"-1"
"4108","upon",1,0,"-1"
"4110","usually",1,0,"-1"
"4114","five",1,0,"-1"
"4117","physical",1,0,"-1"
"4119","places",1,0,"-1"
"4121","recognition",1,0,"-1"
"4126","unique",1,0,"-1"
"4131","analysis",1,0,"-1"
"4132","methods",1,0,"-1"
"4136","though",1,0,"-1"
"4138","gray",1,0,"-1"
"4139","area",1,0,"-1"
"4142","see",1,0,"-1"
"4147","use",1,0,"-1"
"4150","data",1,0,"-1"
"4151","than",1,0,"-1"
"4159","take",1,0,"-1"
"4160","fact",1,0,"-1"
"4162","how",1,0,"-1"
"4163","account",1,0,"-1"
"4164","too",1,0,"-1"
"4165","less",1,0,"-1"
"4167","choice",1,0,"-1"
"4169","therefore",1,0,"-1"
"4170","some",1,0,"-1"
"4173","charts",1,0,"-1"
"4174","graphs",1,0,"-1"
"4177","crime",1,0,"-1"
"4183","become",1,0,"-1"
"4189","even",1,0,"-1"
"4191","help",1,0,"-1"
"4192","officers",1,0,"-1"
"4193","find",1,0,"-1"
"4194","brought",1,0,"-1"
"4196","following",1,0,"-1"
"4198","way",1,0,"-1"
"4202","form",1,0,"-1"
"4203","draw",1,0,"-1"
"4204","own",1,0,"-1"
"4205","without",1,0,"-1"
"4209","approach",1,0,"-1"
"4211","level",1,0,"-1"
"4212","knowledge",1,0,"-1"
"4213","read",1,0,"-1"
"4220","piece",1,0,"-1"
"4221","typically",1,0,"-1"
"4222","will",1,0,"-1"
"4224","somewhat",1,0,"-1"
"4227","together",1,0,"-1"
"4229","defense",1,0,"-1"
"4230","theory",1,0,"-1"
"4232","grant",1,0,"-1"
"4237","rule",1,0,"-1"
"4240","because",1,0,"-1"
"4243","DNA",1,0,"-1"
"4244","believed",1,0,"-1"
"4249","confirmed",1,0,"-1"
"4250","small",1,0,"-1"
"4255","goal",1,0,"-1"
"4256","leave",1,0,"-1"
"4260","especially",1,0,"-1"
"4262","few",1,0,"-1"
"4264","entomological",1,0,"-1"
"4267","insect",1,0,"-1"
"4268","larvae",1,0,"-1"
"4269","adults",1,0,"-1"
"4270","found",1,0,"-1"
"4271","scene",1,0,"-1"
"4273","little",1,0,"-1"
"4274","common",1,0,"-1"
"4275","associated",1,0,"-1"
"4276","discovery",1,0,"-1"
"4279","entomologist",1,0,"-1"
"4280","come",1,0,"-1"
"4284","death",1,0,"-1"
"4285","time",1,0,"-1"
"4286","various",1,0,"-1"
"4287","parts",1,0,"-1"
"4288","type",1,0,"-1"
"4289","under",1,0,"-1"
"4301","entomologists",1,0,"-1"
"4302","insects",1,0,"-1"
"4303","feeding",1,0,"-1"
"4304","dead",1,0,"-1"
"4305","bodies",1,0,"-1"
"4310","any",1,0,"-1"
"4312","put",1,0,"-1"
"4315","emotional",1,0,"-1"
"4320","leading",1,0,"-1"
"4324","chain",1,0,"-1"
"4326","means",1,0,"-1"
"4328","body",1,0,"-1"
"4329","question",1,0,"-1"
"4332","identity",1,0,"-1"
"4333","those",1,0,"-1"
"4335","had",1,0,"-1"
"4336","access",1,0,"-1"
"4337","should",1,0,"-1"
"4338","show",1,0,"-1"
"4357","item",1,0,"-1"
"4361","result",1,0,"-1"
"4362","natural",1,0,"-1"
"4365","like",1,0,"-1"
"4370","collected",1,0,"-1"
"4374","locations",1,0,"-1"
"4375","moved",1,0,"-1"
"4383","eight",1,0,"-1"
"4384","contact",1,0,"-1"
"4387","report",1,0,"-1"
"4388","local",1,0,"-1"
"4389","weather",1,0,"-1"
"4390","specimen",1,0,"-1"
"4393","finally",1,0,"-1"
"4394","include",1,0,"-1"
"4399","officer",1,0,"-1"
"4400","address",1,0,"-1"
"4402","habitat",1,0,"-1"
"4406","description",1,0,"-1"
"4409","post",1,0,"-1"
"4411","interval",1,0,"-1"
"4412","others",1,0,"-1"
"4419","recovery",1,0,"-1"
"4422","activity",1,0,"-1"
"4423","observed",1,0,"-1"
"4425","already",1,0,"-1"
"4426","enforcement",1,0,"-1"
"4427","organization",1,0,"-1"
"4431","covers",1,0,"-1"
"4432","services",1,0,"-1"
"4434","always",1,0,"-1"
"4435","possible",1,0,"-1"
"4436","present",1,0,"-1"
"4440","live",1,0,"-1"
"4442","specimens",1,0,"-1"
"4444","cases",1,0,"-1"
"4445","transport",1,0,"-1"
"4452","enough",1,0,"-1"
"4457","stop",1,0,"-1"
"4458","development",1,0,"-1"
"4461","security",1,0,"-1"
"4464","recovered",1,0,"-1"
"4473","different",1,0,"-1"
"4474","conditions",1,0,"-1"
"4476","habitats",1,0,"-1"
"4479","specific",1,0,"-1"
"4484","purpose",1,0,"-1"
"4492","note",1,0,"-1"
"4493","cause",1,0,"-1"
"4495","people",1,0,"-1"
"4503","within",1,0,"-1"
"4509","ground",1,0,"-1"
"4511","temperatures",1,0,"-1"
"4512","several",1,0,"-1"
"4513","days",1,0,"-1"
"4516","located",1,0,"-1"
"4517","close",1,0,"-1"
"4522","appearance",1,0,"-1"
"4524","adult",1,0,"-1"
"4534","placed",1,0,"-1"
"4536","never",1,0,"-1"
"4537","eventually",1,0,"-1"
"4539","among",1,0,"-1"
"4541","site",1,0,"-1"
"4553","compilation",1,0,"-1"
"4554","mentioned",1,0,"-1"
"4555","person",1,0,"-1"
"4556","proposed",1,0,"-1"
"4558","last",1,0,"-1"
"4559","deceased",1,0,"-1"
"4562","list",1,0,"-1"
"4569","medical",1,0,"-1"
"4572","occurred",1,0,"-1"
"4590","goes",1,0,"-1"
"4594","focus",1,0,"-1"
"4596","does",1,0,"-1"
"4599","science",1,0,"-1"
"4600","would",1,0,"-1"
"4604","full",1,0,"-1"
"4607","comes",1,0,"-1"
"4612","thing",1,0,"-1"
"4619","collections",1,0,"-1"
"4627","t",1,0,"-1"
"4628","appearances",1,0,"-1"
"4631","arrival",1,0,"-1"
"4633","turn",1,0,"-1"
"4636","supporting",1,0,"-1"
"4639","works",1,0,"-1"
"4655","knows",1,0,"-1"
"4657","point",1,0,"-1"
"4665","prior",1,0,"-1"
"4672","don",1,0,"-1"
"4673","know",1,0,"-1"
"4675","fine",1,0,"-1"
"4677","claim",1,0,"-1"
