context_id,context_name,context_immediate_parent_id
417,Biophysics,194
418,Biostatistics,194
419,Cytology,194
420,Dentistry,194
421,Dermatology,194
422,Diagnostic specialty,194
423,Dietetics,194
424,Emergency medicine,194
425,Epidemiology,194
426,Family practice,194
427,Gynecology,194
428,Immunology,194
429,Interdisciplinary medicine,194
430,Internal medicine,194
431,Kinesiology,194
432,Medical genetics,194
433,Medical physics,194
434,Medical technology,194
435,Microbiology,194
436,Midwifery,194
437,Molecular biology,194
438,Neuropsychology,194
439,Neuroscience,194
440,Nursing,194
441,Nutrition science,194
442,Obstetrics,194
443,Ophthalmology,194
444,Otorhinolaryngology,460
445,Palliative care,194
446,Pathology,194
447,Pharmaceutical medicine,194
448,Pharmacology,194
449,Pharmacy,194
450,Photobiology,194
451,Physical medicine and rehabilitation,194
452,Physiotherapy,194
453,Preventive medicine,194
454,Proctology,194
455,Psychiatry,194
456,Radiobiology,194
457,Sleep medicine,194
458,Speech-language pathology,194
459,Stomatology,194
460,Surgery,194
461,Toxicology,194
462,Translational medicine,194
463,Actuarial science,197
464,Computer science,197
465,Game theory,197
466,Mathematical education,197
467,Mathematical programming,197
468,Numerical analysis,197
469,Operations research,197
470,Probability,197
471,Statistics,197
472,Systems theory,197
473,Botany,206
474,Cell biology,206
475,Ecology,206
476,Human biology,206
477,Zoology,206
478,Astronomy,207
479,Chemistry,207
480,Earth science,207
481,Physics,207
482,Accountancy,210
483,Operations management,210
484,Corporate finance,210
485,Human resources management,210
486,Strategy,210
487,Supply chain,210
488,Marketing,210
489,Organizational studies,210
490,Distribution and logistics,210
491,Communication studies,213
492,Conversation analysis,213
493,Crisis communication,213
494,Discourse analysis,213
495,Environmental communication,213
496,Interpersonal communication,213
497,Linguistics,213
498,Mass communication,213
499,Mediated cross-border communication,213
500,Organizational communication,213
501,Political communication,213
502,Risk communication,213
503,Science communication,213
504,Cartography,219
505,Environmental geography,219
506,Human geography,219
507,Regional geography,219
508,Urban planning,219
509,Constitutional and administrative law,225
510,Contract law,225
511,Criminal law,225
512,Equity and trust law,225
513,International law,225
514,Law and commerce,225
515,Law and regulation,225
516,Law and society,225
517,Property law,225
518,Tort law,225
519,Leisure,227
520,Sport and recreation,227
521,Tourism,227
522,Epistemology,231
523,History of philosophy,231
524,Logic philosophy,231
525,Value theory,231
526,Metaphysics,231
527,Comparative politics,232
528,Geopolitics,232
529,Ideology,232
530,International relations theory,232
531,Political economy,232
532,political geography,232
533,Psephology,232
534,Public administration,232
535,Voting systems,232
536,Forestry and logging,254
537,"Fishing, hunting and trapping",254
539,Oil and gas,255
540,Mining,255
542,"Electric power generation, transmission and distribution",256
543,Natural gas distribution,256
544,Water and sewage systems,256
545,Construction of buildings,257
546,Heavy and civil engineering construction,257
547,Specialty trade construction contractors,257
548,Food manufacturing,258
549,Beverage and tobacco product manufacturing,258
550,Textile mills,258
552,Apparel manufacturing,258
553,Leather and allied product manufacturing,258
554,Wood product manufacturing,258
555,Paper manufacturing,258
556,Printing and related support activities,258
557,Petroleum and coal products manufacturing,258
558,Chemical manufacturing,258
559,Plastics and rubber products manufacturing,258
560,Nonmetallic mineral products manufacturing,258
561,Primary metal manufacturing,258
562,Fabricated metal products manufacturing,258
563,Machinery manufacturing,258
564,"Electrical equipment, appliance and component manufacturing",258
565,Transportation equipment manufacturing,258
566,Furniture and related products manufacturing,258
567,Miscellaneous manufacturing,258
568,"Merchant wholesalers, durable goods",259
569,"Merchant wholesalers, nondurable goods",259
570,Wholesale electronic markets and agents and brokers,259
571,Motor vehicle and parts dealers,260
572,Furniture and home furnishings stores,260
573,Electronics and appliance stores,260
574,Building material and garden equipment and supplies dealers,260
575,Food and beverage stores,260
576,Health and personal care stores,260
577,Gasoline stations,260
578,Clothing and clothing accessories stores,260
579,"Sporting goods, hobby, musical instrument, and book stores",260
580,General merchandise stores,260
581,Miscellaneous store retailers,260
582,Nonstore retailers,260
583,Air transportation,261
584,Rail transportation,261
585,Water transportation,261
586,Truck transportation,261
587,Transit and ground passenger transportation,261
588,Pipeline transportation,261
589,Scenic and sightseeing transportation,261
590,Support activities for transportation,261
591,Postal service,261
592,Couriers and messengers,261
593,Warehousing and storage,261
594,Publishing industries,262
595,Motion picture and sound recording industries,262
596,Broadcasting,262
597,Telecommunications,262
598,"Data processing, hosting, and related services",262
599,News syndicates,262
600,Librairies and archives,262
601,"Internet publishing, broadcasting and web search portals",262
602,Miscellaneous information services,262
603,Monetary authorities - Central bank,263
604,Credit intermediation and related activities,263
605,"Securities, commodity contracts, and other financial investments and related activities",263
606,Insurance carriers and related activities,263
607,"Funds, trusts and other financial vehicles",263
608,Bakeware,302
609,Cookware,302
610,Kitchen appliances,302
611,Ovenware,302
612,Cutlery,303
613,Drinkware,303
614,Serving dish,303
615,Baha I faith,304
616,Christianity,304
617,Islam,304
618,Judaism,304
619,Sabianism,304
620,Hellenistic religion,307
621,Monotheist Hinduism,307
622,Zoroastrianism,307
623,Acoustic blues,325
624,British blues,325
625,Chicago blues,325
626,Classic blues,325
627,Classic female blues,325
628,Contemporary blues,325
629,Country blues,325
630,Delta blues,325
631,Detroit blues,325
632,East Coast blues,325
633,Electric blues,325
634,Harmonica blues,325
635,Miscellaneous blues,325
636,Jump blues,325
637,Kansas City blues,325
638,Louisiana blues,325
639,Memphis blues,325
640,New Orleans blues,325
641,New York blues,325
642,Piano blues,325
643,Piedmont blues,325
644,Punk blues,325
645,Ragtime blues,325
646,St. Louis blues,325
647,Swamp blues,325
648,Talking blues,325
649,Texas blues,325
650,Western blues,325
651,Avant-garde classical,328
652,Ballet music,328
653,Baroque music,328
654,Ca trù,328
655,Carnatic,328
656,Chamber,328
657,Choral,328
658,Classical crossover,328
659,Concerto,328
660,Concerto grosso,328
661,Contemporary classical,328
662,Dadra,328
663,Dadra tala,328
664,Dhamar,328
665,Dhrupad,328
666,Dhun,328
667,Early music,328
668,Epic music,328
669,Expressionist music,328
670,Gagaku,328
671,Galant music,328
672,High classical,328
673,Hindustani classical,328
674,Impressionist music,328
675,Khyal,328
676,Klasik,328
677,Klezmer,328
678,Kriti,328
679,Mahori,328
680,Medieval music,328
681,Minimalism music,328
682,Modern classical,328
683,Modern composition,328
684,Mugham,328
685,Nanguan music,328
686,Opera music,328
687,Orchestral music,328
688,Piphat,328
689,Pleng Thai sakorn,328
690,Program symphony,328
691,Renaissance music,328
692,Romantic music,328
693,Scottish baroque music,328
694,Second Viennese school,328
695,Serialism,328
696,Sonata,328
697,Symphony,328
698,Tai tu,328
699,Tala,328
700,Miscellaneous classical music,328
701,Alternative country,332
702,Americana,332
703,Australian country,332
704,Bakersfield sound,332
705,Bluegrass,332
706,Classic country,332
707,Contemporary country,332
708,Country folk,332
709,Country gospel,332
710,Country pop,332
711,Country rap,332
712,Country rock,332
713,Cowpunk,332
714,Miscellaneous country music,332
715,Honky tonk,332
716,Nashville sound,332
717,Neotraditional country,332
718,Outlaw country,332
719,Traditional country,332
720,Urban cowboy,332
721,Alternative dance,333
722,Balearic beat,333
723,Bass,333
724,Beat,333
725,Bikutsi,333
726,Breakbeat,333
727,Breakbeat hardcore,333
728,Broken beat,333
729,Brostep,333
730,Bubblegum dance,333
731,Chillstep,333
732,Club music,333
733,Coupé-décalé,333
734,Dance-pop,333
735,Dance-punk,333
736,Dance-rock,333
737,Miscellaneous dance music,333
738,Deep house,333
739,Disco polo,333
740,Drum and bass,333
741,Dubstep,333
742,Dubstyle,333
743,Dubtronica,333
744,Electro backbeat,333
745,Electro house,333
746,Electronic body music,333
747,Electronic dance,333
748,Electroswing,333
749,Eurodance,333
750,Exercise,333
751,Freakbeat,333
752,Funaná,333
753,Future bass,333
754,Future Garage,333
755,Futurepop,333
756,Garage,333
757,Glitch,333
758,Grime,333
759,Hard dance,333
760,Hardcore,333
761,Hi-NRG,333
762,House,333
763,Indietronica,333
764,Jackin house,333
765,Jungle music,333
766,Liquid dub,333
767,Madchester,333
768,Nangma,333
769,New beat,333
770,Nortec,333
771,Post-dubstep,333
772,Rave,333
773,Regstep,333
774,Soukous,333
775,Speed garage,333
776,Speedcore,333
777,Strathspeys,333
778,Techno,333
779,Toeshey,333
780,Trance,333
781,Trap,333
782,Zouglou,333
783,2-step garage,335
784,8-bit,335
785,Ambient music,335
786,Bassline,335
787,Miscellaneous electronic music,335
788,Big beat,335
789,Bitpop,335
790,Breakstep,335
791,Chill-out,335
792,Chiptune,335
793,Crunk,335
794,Downtempo,335
795,Electro,335
796,Electronic rock,335
797,Electronica,335
798,Electronicore,335
799,Electropop,335
800,Electropunk,335
801,Electro-swing,335
802,Hardstyle,335
803,IDM,335
804,Industrial,335
805,Mangue bit,335
806,Synthwave,335
807,Trip hop,335
808,UK garage,335
809,Vaporwave,335
810,Vomitstep,335
811,Avant-garde metal,336
812,Avant-punk,336
813,Biomusic,336
814,Freak folk,336
815,Free improvisation,336
816,Krautrock,336
817,Miscellaneous experimental music,336
818,Wonky,336
819,Charanga,338
820,Dabke,338
821,Flamenco music,338
822,Forró,338
823,Miscellaneous folk dance music,338
824,Jarana yucateca,338
825,Jenkka,338
826,Jig,338
827,Jing ping,338
828,Jota,338
829,Junkanoo,338
830,Kizomba,338
831,Kliningan,338
832,Kolomyjka,338
833,Kpanlogo,338
834,Krakowiak,338
835,Kwassa kwassa,338
836,Legényes,338
837,Letkajenkka,338
838,Mapouka,338
839,Maracatu,338
840,Marinera,338
841,Marrabenta,338
842,Matamuerte,338
843,Maxixe,338
844,Mazurka,338
845,Mbalax,338
846,Merengue,338
847,Milonga,338
848,Mozambique of Cuba,338
849,Murga,338
850,Musette,338
851,Nordic folk dance,338
852,Pelimanni music,338
853,Pols,338
854,Pow-wow music,338
855,Ramvong,338
856,Schottisch,338
857,Set dance,338
858,Sevillana,338
859,Shalako,338
860,Slängpolska,338
861,Táncház,338
862,Tarantella,338
863,Waltz,338
864,Alternative hip hop,339
865,Australian hip hop,339
866,Bounce,339
867,East Coast hip hop,339
868,Hardcore hip hop,339
869,Hip house,339
870,Horrorcore,339
871,Hyphy,339
872,Miami bass,339
873,Nerdcore,339
874,New school hip hop,339
875,Old school hip hop,339
876,Southern hip hop,339
877,Turntablism,339
878,West Coast hip hop,339
879,Miscellaneous hip hop,339
880,Electro-industrial,343
881,Industrial hip hop,343
882,Industrial musical,343
883,Industrial rock,343
884,Martial industrial,343
885,Neofolk,343
886,Post-industrial,343
887,Power noise (or rhythmic noise),343
888,Acid Jazz,346
889,Afro-Cuban jazz,346
890,Avant-garde Jazz,346
891,Bebop,346
892,Big Band,346
893,Blue Note,346
894,Brass,346
895,Miscellaneous jazz music,346
896,Cabaret,346
897,Contemporary Jazz,346
898,Cool,346
899,Cool jazz,346
900,Crossover Jazz,346
901,Dixieland,346
902,Dutch jazz,346
903,Ethio-jazz,346
904,Folk jazz,346
905,Free jazz,346
906,Fusion,346
907,Fusion jazz,346
908,Gypsy Jazz,346
909,Hard Bop,346
910,Humppa,346
911,Jazz blues,346
912,Jazz fusion,346
913,Jazz rap,346
914,Jazz-funk,346
915,Latin Jazz,346
916,Mainstream Jazz,346
917,Mambo,346
918,Mbaqanga,346
919,M-Base,346
920,Mushroom Jazz,346
921,Nu jazz,346
922,Organ trio,346
923,Punk jazz,346
924,Ragtime Jazz,346
925,Smooth Jazz,346
926,Soul jazz,346
927,Stride,346
928,Trad Jazz,346
929,Yass,346
930,Alternativo & Rock Latino,348
931,Argentine tango music,348
932,Baladas y Boleros,348
933,Bossa Nova,348
934,Brazilian,348
935,Contemporary Latin,348
936,Cumbia,348
937,Latin pop,348
938,Latin Swing,348
939,Nuevo Flamenco,348
940,Pop Latino,348
941,Portuguese fado,348
942,Raíces,348
943,Reggaeton y Hip-Hop,348
944,Regional Mexicano,348
945,Salsa music,348
946,Miscellaneous latin music,348
947,Arabic pop,354
948,Art pop,354
949,Asian Pop,354
950,Assyrian pop music,354
951,Bubblegum Pop,354
952,Cantopop,354
953,Dance Pop,354
954,Electro Pop,354
955,Emo pop,354
956,Europop,354
957,French Pop,354
958,Jamrieng samai,354
959,Jit,354
960,Jùjú,354
961,Kayokyoku,354
962,Kpop,354
963,Makossa,354
964,Música popular brasileira,354
965,Nederpop,354
966,New jack swing,354
967,New Taiwanese Song,354
968,Operatic Pop,354
969,Orchestral Pop,354
970,Pop Punk,354
971,Pop Rock,354
972,Ppongtchak,354
973,Soft Rock,354
974,Sophisti-pop,354
975,Sunshine pop,354
976,Synthpop,354
977,Taiwanese pop,354
978,Teen Pop,354
979,Tibetan pop,354
980,Tong guitar,354
981,Wong shadow,354
982,Miscellaneous pop music,354
983,Acid Rock,361
984,Adult Alternative,361
985,Adult-Oriented Rock,361
986,Afro Punk,361
987,Alternative music,361
988,American Trad Rock,361
989,Anatolian Rock,361
990,Arena Rock,361
991,Argentine rock,361
992,Art Rock,361
993,Australian pub rock,361
994,Bent edge,361
995,Blackened death metal,361
996,Blues rock,361
997,British Invasion,361
998,Cello rock,361
999,Chinese rock,361
1000,Cock Rock,361
1001,Comedy rock,361
1002,Crunkcore,361
1003,Cybergrind,361
1004,Danger,361
1005,Dark pop,361
1006,Garage rock,361
1007,Girl group,361
1008,Glam Rock,361
1009,Gothic Metal,361
1010,Grind Core,361
1011,Grupera,361
1012,Hard Rock,361
1013,Heartland rock,361
1014,Jam Bands,361
1015,Kiwi rock,361
1016,Math Metal,361
1017,Math Rock,361
1018,Metal,361
1019,Metal Core,361
1020,Mexican rock,361
1021,Minneapolis sound,361
1022,Modern rock,361
1023,Neue Deutsche Härte,361
1024,Noise Rock,361
1025,Pagan rock,361
1026,Post Punk,361
1027,Post-grunge,361
1028,Post-punk,361
1029,Power duo,361
1030,Prog-Rock,361
1031,Protopunk,361
1032,Psychedelic,361
1033,Psychobilly,361
1034,Pub rock,361
1035,Punk rock,361
1036,Reel music,361
1037,Rock & Roll,361
1038,Rock en español,361
1039,Rock opera,361
1040,Rockabilly,361
1041,Roots Rock,361
1042,Shock rock,361
1043,Songwriter rock,361
1044,Southern metal,361
1045,Southern Rock,361
1046,Space rock,361
1047,Spazzcore,361
1048,Stoner Metal,361
1049,Suomirock,361
1050,Surf music,361
1051,Technical Death Metal,361
1052,Time Lord Rock,361
1053,Trash Metal,361
1054,Miscellaneous rock music,361
1055,Wizard rock,361
1056,African music,376
1057,Asian music,376
1058,Australian music,376
1059,Cajun music,376
1060,Calypso music,376
1061,Caribbean music,376
1062,Central American music,376
1063,Dangdut,376
1064,Drinking Songs,376
1065,Drone,376
1066,Miscellaneous world music,376
1067,European music,376
1068,Exotica,376
1069,Goombay,376
1070,Gunchei,376
1071,Hawaiian music,376
1072,Arabic music,376
1073,North American music,376
1074,Ode,376
1075,Polka,376
1076,Soca,376
1077,South American music,376
1078,Worldbeat,376
1079,Zydeco music,376
1080,African architecture,381
1081,American architecture,381
1082,Byzantine architecture,381
1083,Contemporary architecture,381
1084,Eastern Asia architecture,381
1085,European architecture,381
1086,Islamic architecture,381
1087,Neolithic architecture,381
1088,Newa architecture,381
1089,Ottoman architecture,381
1090,Southern Asia architecture,381
1091,Sumerian architecture,381
1092,Miscellaneous architecture,381
1094,Caricature,384
1095,Fashion illustration,384
1096,Figure drawing,384
1097,Gesture drawing,384
1098,Line art,384
1099,Portrait,384
1100,Scratchboard,384
1101,Silhouette,384
1102,Silverpoint,384
1103,Sketch,384
1104,Stick figure,384
1105,Technical drawing/technical illustration,384
1106,Anime drawing,384
1107,Cartoon,384
1108,Comics,384
1109,Drama,386
1110,Poetry,386
1111,Prose,386
1112,Clinical laboratory,422
1113,Clinical neurophysiology,422
1114,Nuclear medicine,422
1115,Radiology,422
1116,Addiction medicine,429
1117,Aerospace medicine,429
1118,Clinical pharmacology,429
1119,Conservation medicine,429
1120,Disaster medicine,429
1121,Diving medicine,429
1122,Evolutionary medicine,429
1123,Forensic medicine,429
1124,Gender-based medicine,429
1125,Health informatics,429
1126,Hospice and palliative medicine,429
1127,Hospital medicine,429
1128,Laser medicine,429
1129,Medical ethics,429
1130,Medical humanities,429
1131,Nosokinetics,429
1132,Nosology,429
1133,Occupational medicine,429
1134,Pain management,429
1135,Pharmacogenomics,429
1136,Podiatric medicine,429
1137,Sexual medicine,429
1138,Sports medicine,429
1139,Therapeutics,429
1140,Travel medicine,429
1141,Tropical medicine,429
1142,Urgent care,429
1143,Veterinary medicine,429
1144,Wilderness medicine,429
1145,Angiology,430
1146,Cardiology,430
1147,Critical care medicine,430
1148,Endocrinology,430
1149,Gastroenterology,430
1150,Geriatrics,430
1151,Hematology,430
1152,Hepatology,430
1153,Infectious disease,430
1154,Nephrology,430
1155,Neurology,430
1156,Oncology,430
1157,Pediatrics,430
1158,Pulmonology,430
1159,Rheumatology,430
1160,Craniofacial surgery,460
1161,Dental surgery,460
1162,General surgery,460
1163,Neurosurgery,460
1164,Oral and maxillofacial surgery,460
1165,Orthopaedic surgery,460
1166,Plastic surgery,460
1167,Colorectal surgenry,460
1168,Urology,460
1169,Plant and fungi,473
1170,Plant histology,473
1171,Plant cytology,473
1172,Plant physiology,473
1174,Plant ecology,473
1175,Plant geography,473
1176,Plant genetics,473
1177,Plant breeding,473
1178,Plant embryology,473
1179,Paleobotany,473
1180,Economic botany,473
1181,Plant pathology,473
1182,Plant organic evolution,473
1183,Phytochemistry,473
1184,Palynology,473
1185,Agronomy,473
1186,Horticulture,473
1187,Pharmacognosy,473
1188,Human anatomy,476
1189,Human embryology,476
1190,Human histology,476
1191,Human physiology,476
1192,Animal,477
1193,Acarology,477
1194,Amphibiology,477
1195,Arachnology,477
1196,Carcinology,477
1197,Cetology,477
1198,Coccidology,477
1199,Conchology,477
1201,Cynology,477
1202,Echinology,477
1203,Entomology,477
1204,Malacology,477
1205,Mammalogy,477
1206,Ornithology,477
1207,Paleomammalogy,477
1208,Zoogeography,477
1209,Zoopathology,477
1210,Zoophysiology,477
1211,Zoophytology,477
1212,Primatology,477
1213,Protozoology,477
1214,Herpetology,477
1215,Ichthyology,477
1216,Ophiology,477
1217,Archaeoastronomy,478
1218,Astrobiology,478
1219,Astrochemistry,478
1220,Astrodynamics,478
1221,Astrometry,478
1222,Astrophysics,478
1223,Planetary science,478
1224,Geology,480
1225,Geophysics,480
1226,Physical geography,480
1227,Acoustics,481
1228,Agrophysics,481
1229,"Atomic, molecular, and optical physics",481
1230,Classical physics,481
1231,Computational physics,481
1232,Condensed matter physics,481
1233,Cryogenics,481
1234,Econophysics,481
1235,Electromagnetism,481
1236,Homeokinetics,481
1237,Materials physics,481
1238,Mathematical physics,481
1239,Mechanics,481
1240,Nuclear physics,481
1241,Optics,481
1242,Particle physics,481
1243,Plasma physics,481
1244,Polymer physics,481
1245,Quantum physics,481
1246,Relativity,481
1247,Solid state physics,481
1248,Statics,481
1249,Statistical mechanics,481
1250,Theoretical physics,481
1251,Vehicle dynamics,481
1252,Agrochemistry,479
1253,Analytical chemistry,479
1254,Chemical oceanography,479
1255,Chemo-informatics,479
1256,Flow chemistry,479
1257,Immunochemistry,479
1258,Immunohistochemistry,479
1259,Inorganic chemistry ,479
1260,Materials science,479
1261,Mathematical chemistry,479
1262,Mechanochemistry,479
1263,Molecular mechanics,479
1264,Nuclear chemistry ,479
1265,Oenology,479
1266,Organic chemistry ,479
1267,Petrochemistry,479
1268,Physical chemistry ,479
1269,Phytochemistry,479
1270,Radiochemistry,479
1271,Sonochemistry,479
1272,Synthetic chemistry,479
1273,Wet chemistry,479
1274,Recreation,520
1275,Sport,520
1276,Constructivism,522
1277,Deconstructionism,522
1278,Empiricism,522
1279,Externalism,522
1280,Fallibilism,522
